t 136 5 2
n 0.84 0.3 5300 1965 
n 0.16 0.21 7275 1965 
n 0.5 0.52 12450 1965 
n 0.1 0.46 14425 1965 
n 0.85 0.74 4118 2275 
n 0.7 0.74 4743 2275 
n 0.53 0.71 5935 2275 
n 0.76 0.64 6560 2275 
n 0.4 0.58 11268 2275 
n 0.61 0.53 11893 2275 
n 0.43 0.61 13085 2275 
n 0.65 0.7 13710 2275 
n 0.88 0.72 14425 2590 
n 0.63 0.61 12450 2590 
n 0.41 0.5 10250 2675 
n 0.32 0.26 7275 2590 
n 0.14 0.39 5300 2590 
n 0.12 0.73 3100 2675 
n 0.78 0.35 5300 2760 
n 0.89 0.18 7275 2760 
n 0.62 0.39 12450 2760 
n 0.14 0.28 14425 2760 
n 0.65 0.75 13710 3075 
n 0.34 0.72 13085 3075 
n 0.4 0.56 11893 3075 
n 0.64 0.82 11268 3075 
n 0.56 0.18 6560 3075 
n 0.44 0.59 5935 3075 
n 0.27 0.13 4743 3075 
n 0.37 0.28 4118 3075 
n 0.33 0.38 5300 3385 
n 0.86 0.36 7275 3385 
n 0.67 0.23 12450 3385 
n 0.17 0.18 14425 3385 
n 0.15 0.31 14425 4515 
n 0.59 0.42 12450 4515 
n 0.71 0.85 7275 4515 
n 0.22 0.55 5300 4515 
n 0.5 0.21 4118 4825 
n 0.52 0.53 4743 4825 
n 0.39 0.55 5935 4825 
n 0.12 0.11 6560 4825 
n 0.83 0.26 11268 4825 
n 0.85 0.43 11893 4825 
n 0.26 0.87 13085 4825 
n 0.64 0.18 13710 4825 
n 0.71 0.14 14425 5140 
n 0.51 0.17 12450 5140 
n 0.54 0.35 10250 5225 
n 0.63 0.47 7275 5140 
n 0.82 0.2 5300 5140 
n 0.36 0.13 3100 5225 
n 0.84 0.18 5300 5310 
n 0.24 0.43 7275 5310 
n 0.88 0.82 12450 5310 
n 0.31 0.22 14425 5310 
n 0.7 0.43 13710 5625 
n 0.49 0.38 13085 5625 
n 0.88 0.47 11893 5625 
n 0.4 0.69 11268 5625 
n 0.55 0.55 6560 5625 
n 0.32 0.6 5935 5625 
n 0.59 0.63 4743 5625 
n 0.14 0.53 4118 5625 
n 0.73 0.42 5300 5935 
n 0.54 0.39 7275 5935 
n 0.75 0.31 12450 5935 
n 0.83 0.64 14425 5935 
n 0.74 0.19 14425 7065 
n 0.76 0.39 12450 7065 
n 0.41 0.57 7275 7065 
n 0.39 0.4 5300 7065 
n 0.27 0.72 4118 7375 
n 0.39 0.19 4743 7375 
n 0.25 0.45 5935 7375 
n 0.13 0.7 6560 7375 
n 0.89 0.68 11268 7375 
n 0.44 0.28 11893 7375 
n 0.46 0.73 13085 7375 
n 0.67 0.51 13710 7375 
n 0.51 0.8 14425 7690 
n 0.65 0.74 12450 7690 
n 0.31 0.7 7275 7690 
n 0.28 0.65 5300 7690 
n 0.51 0.84 3100 7775 
n 0.48 0.88 5300 7860 
n 0.22 0.63 7275 7860 
n 0.49 0.87 10250 7775 
n 0.72 0.65 12450 7860 
n 0.25 0.87 14425 7860 
n 0.17 0.18 13710 8175 
n 0.41 0.28 13085 8175 
n 0.79 0.55 11893 8175 
n 0.79 0.69 11268 8175 
n 0.39 0.14 6560 8175 
n 0.86 0.49 5935 8175 
n 0.52 0.52 4743 8175 
n 0.63 0.49 4118 8175 
n 0.79 0.37 5300 8485 
n 0.86 0.77 7275 8485 
n 0.44 0.44 12450 8485 
n 0.5 0.88 14425 8485 
n 0.68 0.84 14425 9615 
n 0.15 0.45 12450 9615 
n 0.66 0.13 7275 9615 
n 0.49 0.28 5300 9615 
n 0.65 0.9 4118 9925 
n 0.51 0.55 4743 9925 
n 0.51 0.32 5935 9925 
n 0.51 0.89 6560 9925 
n 0.26 0.65 11268 9925 
n 0.81 0.85 11893 9925 
n 0.59 0.28 13085 9925 
n 0.45 0.66 13710 9925 
n 0.3 0.34 14425 10240 
n 0.6 0.85 12450 10240 
n 0.45 0.3 7275 10240 
n 0.14 0.63 5300 10240 
n 0.36 0.13 3100 10325 
n 0.64 0.41 5300 10410 
n 0.78 0.58 7275 10410 
n 0.61 0.76 10250 10325 
n 0.44 0.21 12450 10410 
n 0.66 0.34 14425 10410 
n 0.49 0.77 13710 10725 
n 0.65 0.15 13085 10725 
n 0.8 0.6 11893 10725 
n 0.1 0.28 11268 10725 
n 0.11 0.52 6560 10725 
n 0.46 0.56 5935 10725 
n 0.44 0.62 4743 10725 
n 0.43 0.22 4118 10725 
n 0.84 0.82 14425 11035 
n 0.25 0.48 12450 11035 
n 0.79 0.46 7275 11035 
n 0.77 0.83 5300 11035 
