t 137 20 2
n 0.84 0.3 71 -156 
n 0.16 0.21 65 -147 
n 0.5 0.52 61 -150 
n 0.1 0.46 58 -134 
n 0.85 0.74 49 -123 
n 0.7 0.74 53 -113 
n 0.53 0.71 51 -114 
n 0.76 0.64 50 -104 
n 0.4 0.58 52 -106 
n 0.61 0.53 50 -97 
n 0.43 0.61 58 -94 
n 0.65 0.7 43 -79 
n 0.88 0.72 45 -75 
n 0.63 0.61 45 -73 
n 0.41 0.5 46 -71 
n 0.32 0.26 44 -63 
n 0.14 0.39 47 -52 
n 0.12 0.73 47 -122 
n 0.78 0.35 47 -117 
n 0.89 0.18 38 -121 
n 0.62 0.39 37 -122 
n 0.14 0.28 34 -118 
n 0.65 0.75 32 -117 
n 0.34 0.72 40 -112 
n 0.4 0.56 33 -112 
n 0.64 0.82 39 -105 
n 0.56 0.18 35 -106 
n 0.44 0.59 31 -106 
n 0.27 0.13 46 -92 
n 0.37 0.28 45 -93 
n 0.33 0.38 41 -96 
n 0.86 0.36 39 -94 
n 0.67 0.23 35 -97 
n 0.17 0.18 32 -96 
n 0.15 0.31 29 -95 
n 0.59 0.42 43 -88 
n 0.71 0.85 42 -87 
n 0.22 0.55 38 -90 
n 0.5 0.21 35 -90 
n 0.52 0.53 30 -90 
n 0.39 0.55 42 -83 
n 0.12 0.11 40 -80 
n 0.83 0.26 39 -84 
n 0.85 0.43 33 -84 
n 0.26 0.87 42 -71 
n 0.64 0.18 40 -74 
n 0.71 0.14 40 -75 
n 0.51 0.17 39 -77 
n 0.54 0.35 30 -81 
n 0.63 0.47 25 -80 
n 0.82 0.2 25 -77 
n 0.36 0.13 28 -106 
n 0.84 0.18 25 -103 
n 0.24 0.43 25 -100 
n 0.88 0.82 22 -98 
n 0.31 0.22 22 -101 
n 0.7 0.43 20 -103 
n 0.49 0.38 19 -99 
n 0.88 0.47 19 -98 
n 0.4 0.69 19 -96 
n 0.55 0.55 17 -100 
n 0.32 0.6 17 -96 
n 0.59 0.63 18 -93 
n 0.14 0.53 21 -89 
n 0.73 0.42 17 -88 
n 0.54 0.39 14 -90 
n 0.75 0.31 13 -89 
n 0.83 0.64 14 -87 
n 0.74 0.19 12 -86 
n 0.76 0.39 10 -84 
n 0.41 0.57 9 -79 
n 0.39 0.4 23 -82 
n 0.27 0.72 22 -80 
n 0.39 0.19 20 -75 
n 0.25 0.45 18 -76 
n 0.13 0.7 18 -72 
n 0.89 0.68 18 -70 
n 0.44 0.28 18 -66 
n 0.46 0.73 14 -61 
n 0.67 0.51 13 -59 
n 0.51 0.8 10 -61 
n 0.65 0.74 12 -69 
n 0.31 0.7 5 -52 
n 0.28 0.65 6 -55 
n 0.51 0.84 6 -58 
n 0.48 0.88 10 -67 
n 0.22 0.63 10 -71 
n 0.49 0.87 11 -74 
n 0.72 0.65 6 -75 
n 0.25 0.87 4 -74 
n 0.17 0.18 3 -76 
n 0.41 0.28 -1 -91 
n 0.79 0.55 -0 -78 
n 0.79 0.69 -1 -78 
n 0.39 0.14 -2 -80 
n 0.86 0.49 -3 -73 
n 0.52 0.52 -8 -79 
n 0.63 0.49 -12 -77 
n 0.79 0.37 -13 -72 
n 0.86 0.77 -16 -71 
n 0.44 0.44 -16 -68 
n 0.5 0.88 -17 -63 
n 0.68 0.84 -19 -65 
n 0.15 0.45 -23 -70 
n 0.66 0.13 -33 -70 
n 0.49 0.28 -36 -73 
n 0.65 0.9 -53 -71 
n 0.51 0.55 -51 -58 
n 0.51 0.32 -38 -62 
n 0.51 0.89 -38 -57 
n 0.26 0.65 -34 -56 
n 0.81 0.85 -34 -58 
n 0.59 0.28 -33 -60 
n 0.45 0.66 -31 -64 
n 0.3 0.34 -33 -68 
n 0.6 0.85 -26 -65 
n 0.45 0.3 -25 -57 
n 0.14 0.63 -30 -51 
n 0.36 0.13 -27 -48 
n 0.64 0.41 -25 -49 
n 0.78 0.58 -23 -46 
n 0.61 0.76 -23 -43 
n 0.44 0.21 -20 -43 
n 0.66 0.34 -20 -44 
n 0.49 0.77 -20 -54 
n 0.65 0.15 -15 -56 
n 0.8 0.6 -16 -49 
n 0.1 0.28 -15 -48 
n 0.11 0.52 -13 -38 
n 0.46 0.56 -8 -35 
n 0.44 0.62 -5 -35 
n 0.43 0.22 -3 -38 
n 0.84 0.82 -5 -42 
n 0.25 0.48 -2 -44 
n 0.79 0.46 -1 -48 
n 0.77 0.83 -3 -60 
n 0.75 0.16 -8 -64 
