t 124 20 2
n 0.84 0.3 4475 8657 
n 0.16 0.21 4475 8969 
n 0.5 0.52 4475 9407 
n 0.1 0.46 4475 9719 
n 0.85 0.74 5450 10475 
n 0.7 0.74 5475 9750 
n 0.53 0.71 5475 8650 
n 0.76 0.64 4575 8425 
n 0.4 0.58 5425 3300 
n 0.61 0.53 5425 3000 
n 0.43 0.61 5425 2400 
n 0.65 0.7 5425 2100 
n 0.88 0.72 5425 1800 
n 0.63 0.61 6000 2375 
n 0.41 0.5 6375 2375 
n 0.32 0.26 6000 3375 
n 0.14 0.39 6375 3375 
n 0.12 0.73 6475 4675 
n 0.78 0.35 6475 4875 
n 0.89 0.18 6475 5275 
n 0.62 0.39 6475 5475 
n 0.14 0.28 6100 6675 
n 0.65 0.75 6350 6675 
n 0.34 0.72 6350 7275 
n 0.4 0.56 6100 7275 
n 0.64 0.82 6550 7625 
n 0.56 0.18 5775 8650 
n 0.44 0.59 6075 8650 
n 0.27 0.13 6375 8650 
n 0.37 0.28 6375 9750 
n 0.33 0.38 6075 9750 
n 0.86 0.36 5775 9750 
n 0.67 0.23 6975 9750 
n 0.17 0.18 6675 9750 
n 0.15 0.31 6675 8650 
n 0.59 0.42 6875 8650 
n 0.71 0.85 6850 7275 
n 0.22 0.55 6600 7275 
n 0.5 0.21 6600 6675 
n 0.52 0.53 6850 6675 
n 0.39 0.55 7100 5425 
n 0.12 0.11 7100 5275 
n 0.83 0.26 7100 5075 
n 0.85 0.43 7100 4875 
n 0.26 0.87 7100 4675 
n 0.64 0.18 6925 3300 
n 0.71 0.14 6925 3000 
n 0.51 0.17 6925 2700 
n 0.54 0.35 6925 2400 
n 0.63 0.47 6925 2100 
n 0.82 0.2 6925 1800 
n 0.36 0.13 7700 3725 
n 0.84 0.18 7850 3700 
n 0.24 0.43 7700 4725 
n 0.88 0.82 7750 7475 
n 0.31 0.22 8125 7525 
n 0.7 0.43 8500 7475 
n 0.49 0.38 8500 8225 
n 0.88 0.47 7600 9025 
n 0.4 0.69 8350 9025 
n 0.55 0.55 7975 9075 
n 0.32 0.6 8350 9775 
n 0.59 0.63 9375 11225 
n 0.14 0.53 9531 11225 
n 0.73 0.42 9475 10275 
n 0.54 0.39 9275 10050 
n 0.75 0.31 10375 9525 
n 0.83 0.64 9687 11225 
n 0.74 0.19 9843 11225 
n 0.76 0.39 9999 11225 
n 0.41 0.57 10155 11225 
n 0.39 0.4 10311 11225 
n 0.27 0.72 10467 11225 
n 0.39 0.19 10623 11225 
n 0.25 0.45 10779 11225 
n 0.13 0.7 10935 11225 
n 0.89 0.68 11091 11225 
n 0.44 0.28 11247 11225 
n 0.46 0.73 11403 11225 
n 0.67 0.51 11559 11225 
n 0.51 0.8 11175 9800 
n 0.65 0.74 11275 9475 
n 0.31 0.7 10650 9400 
n 0.28 0.65 11275 9175 
n 0.51 0.84 11125 5350 
n 0.48 0.88 11025 4750 
n 0.22 0.63 11000 4600 
n 0.49 0.87 11000 3600 
n 0.72 0.65 11650 3350 
n 0.25 0.87 11725 4825 
n 0.17 0.18 12500 5950 
n 0.41 0.28 11715 11225 
n 0.79 0.55 11871 11225 
n 0.79 0.69 12027 11225 
n 0.39 0.14 12183 11225 
n 0.86 0.49 12339 11225 
n 0.52 0.52 12495 11225 
n 0.63 0.49 12651 11225 
n 0.79 0.37 12807 11225 
n 0.86 0.77 12963 11225 
n 0.44 0.44 13325 6100 
n 0.5 0.88 13100 4625 
n 0.68 0.84 12825 3800 
n 0.15 0.45 12850 2425 
n 0.66 0.13 13585 1975 
n 0.49 0.28 13585 2131 
n 0.65 0.9 13585 2287 
n 0.51 0.55 13585 2443 
n 0.51 0.32 13585 2599 
n 0.51 0.89 13585 2755 
n 0.26 0.65 13585 2911 
n 0.81 0.85 13585 3067 
n 0.59 0.28 13585 3223 
n 0.45 0.66 13585 3379 
n 0.3 0.34 13585 9615 
n 0.6 0.85 13585 9771 
n 0.45 0.3 13585 9927 
n 0.14 0.63 13585 10083 
n 0.36 0.13 13585 10239 
n 0.64 0.41 13585 10395 
n 0.78 0.58 13585 10551 
n 0.61 0.76 13585 10707 
n 0.44 0.21 13585 10863 
n 0.66 0.34 13585 11019 
