t 264 10 2
n 0.84 0.3 3425 6450 
n 0.16 0.21 3625 3200 
n 0.5 0.52 3525 3200 
n 0.1 0.46 3525 3350 
n 0.85 0.74 3625 3350 
n 0.7 0.74 3725 3350 
n 0.53 0.71 3725 3650 
n 0.76 0.64 3625 3650 
n 0.4 0.58 3525 3650 
n 0.61 0.53 3525 3850 
n 0.43 0.61 3625 3850 
n 0.65 0.7 3725 3850 
n 0.88 0.72 3725 4150 
n 0.63 0.61 3625 4150 
n 0.41 0.5 3525 4150 
n 0.32 0.26 3525 4350 
n 0.14 0.39 3625 4350 
n 0.12 0.73 3725 4350 
n 0.78 0.35 3725 4650 
n 0.89 0.18 3625 4650 
n 0.62 0.39 3525 4650 
n 0.14 0.28 3525 4850 
n 0.65 0.75 3625 4850 
n 0.34 0.72 3725 4850 
n 0.4 0.56 3725 5150 
n 0.64 0.82 3625 5150 
n 0.56 0.18 3525 5150 
n 0.44 0.59 3525 5350 
n 0.27 0.13 3625 5350 
n 0.37 0.28 3725 5350 
n 0.33 0.38 3725 5650 
n 0.86 0.36 3625 5650 
n 0.67 0.23 3525 5650 
n 0.17 0.18 3525 5850 
n 0.15 0.31 3625 5850 
n 0.59 0.42 3725 5850 
n 0.71 0.85 3725 6150 
n 0.22 0.55 3625 6150 
n 0.5 0.21 3525 6150 
n 0.52 0.53 3525 6450 
n 0.39 0.55 3525 6650 
n 0.12 0.11 3675 7150 
n 0.83 0.26 3675 7500 
n 0.85 0.43 3675 7700 
n 0.26 0.87 3675 7850 
n 0.64 0.18 3675 8050 
n 0.71 0.14 3525 8300 
n 0.51 0.17 3625 8300 
n 0.54 0.35 3725 8300 
n 0.63 0.47 3725 8600 
n 0.82 0.2 3625 8600 
n 0.36 0.13 3525 8600 
n 0.84 0.18 3825 8750 
n 0.24 0.43 3925 8750 
n 0.88 0.82 3925 8600 
n 0.31 0.22 3825 8600 
n 0.7 0.43 3825 8300 
n 0.49 0.38 3925 8300 
n 0.88 0.47 3925 7600 
n 0.4 0.69 3925 6150 
n 0.55 0.55 3825 6150 
n 0.32 0.6 3825 5850 
n 0.59 0.63 3925 5850 
n 0.14 0.53 3925 5650 
n 0.73 0.42 3825 5650 
n 0.54 0.39 3825 5350 
n 0.75 0.31 3925 5350 
n 0.83 0.64 3925 5150 
n 0.74 0.19 3825 5150 
n 0.76 0.39 3825 4850 
n 0.41 0.57 3925 4850 
n 0.39 0.4 3925 4650 
n 0.27 0.72 3825 4650 
n 0.39 0.19 3825 4350 
n 0.25 0.45 3925 4350 
n 0.13 0.7 3925 4150 
n 0.89 0.68 3825 4150 
n 0.44 0.28 3825 3850 
n 0.46 0.73 3925 3850 
n 0.67 0.51 3925 3650 
n 0.51 0.8 3825 3650 
n 0.65 0.74 3825 3350 
n 0.31 0.7 3925 3350 
n 0.28 0.65 3875 3200 
n 0.51 0.84 4075 3200 
n 0.48 0.88 4025 3350 
n 0.22 0.63 4125 3350 
n 0.49 0.87 4225 3350 
n 0.72 0.65 4225 3650 
n 0.25 0.87 4125 3650 
n 0.17 0.18 4025 3650 
n 0.41 0.28 4025 3850 
n 0.79 0.55 4125 3850 
n 0.79 0.69 4225 3850 
n 0.39 0.14 4225 4150 
n 0.86 0.49 4125 4150 
n 0.52 0.52 4025 4150 
n 0.63 0.49 4025 4350 
n 0.79 0.37 4125 4350 
n 0.86 0.77 4225 4350 
n 0.44 0.44 4225 4650 
n 0.5 0.88 4125 4650 
n 0.68 0.84 4025 4650 
n 0.15 0.45 4025 4850 
n 0.66 0.13 4125 4850 
n 0.49 0.28 4225 4850 
n 0.65 0.9 4225 5150 
n 0.51 0.55 4125 5150 
n 0.51 0.32 4025 5150 
n 0.51 0.89 4025 5350 
n 0.26 0.65 4125 5350 
n 0.81 0.85 4225 5350 
n 0.59 0.28 4225 5650 
n 0.45 0.66 4125 5650 
n 0.3 0.34 4025 5650 
n 0.6 0.85 4025 5850 
n 0.45 0.3 4125 5850 
n 0.14 0.63 4225 5850 
n 0.36 0.13 4225 6150 
n 0.64 0.41 4125 6150 
n 0.78 0.58 4025 6150 
n 0.61 0.76 4025 8300 
n 0.44 0.21 4125 8300 
n 0.66 0.34 4225 8300 
n 0.49 0.77 4225 8600 
n 0.65 0.15 4125 8600 
n 0.8 0.6 4025 8600 
n 0.1 0.28 4275 8850 
n 0.11 0.52 4875 6100 
n 0.46 0.56 4975 4050 
n 0.44 0.62 4975 3900 
n 0.43 0.22 4975 3750 
n 0.84 0.82 9675 3200 
n 0.25 0.48 9675 3350 
n 0.79 0.46 9675 3650 
n 0.77 0.83 9675 3850 
n 0.75 0.16 9675 4150 
n 0.67 0.58 9675 4350 
n 0.88 0.41 9675 4650 
n 0.57 0.17 9675 4850 
n 0.74 0.17 9675 5150 
n 0.6 0.31 9675 5350 
n 0.51 0.14 9675 5650 
n 0.27 0.52 9675 5850 
n 0.37 0.73 9675 6150 
n 0.17 0.57 9575 6450 
n 0.8 0.82 9675 6450 
n 0.84 0.15 9675 6650 
n 0.39 0.18 9675 8300 
n 0.54 0.36 9675 8600 
n 0.46 0.6 9975 8750 
n 0.2 0.62 9975 8600 
n 0.25 0.38 9875 8600 
n 0.68 0.17 9775 8600 
n 0.24 0.34 9775 8300 
