t 493 20 2
n 0.84 0.3 0 0 
n 0.16 0.21 1116 1555 
n 0.5 0.52 1358 1479 
n 0.1 0.46 1148 1771 
n 0.85 0.74 1186 1796 
n 0.7 0.74 1205 1885 
n 0.53 0.71 1237 1993 
n 0.76 0.64 1300 2006 
n 0.4 0.58 1161 2025 
n 0.61 0.53 1174 2038 
n 0.43 0.61 1224 2050 
n 0.65 0.7 1351 2241 
n 0.88 0.72 1732 2133 
n 0.63 0.61 1745 2190 
n 0.41 0.5 1764 2292 
n 0.32 0.26 1764 2343 
n 0.14 0.39 1732 2393 
n 0.12 0.73 1745 2419 
n 0.78 0.35 1650 2432 
n 0.89 0.18 1758 2520 
n 0.62 0.39 2297 1771 
n 0.14 0.28 2215 1428 
n 0.65 0.75 2228 1339 
n 0.34 0.72 2183 1320 
n 0.4 0.56 2615 1111 
n 0.64 0.82 2507 1162 
n 0.56 0.18 2348 952 
n 0.44 0.59 2221 1009 
n 0.27 0.13 2208 1085 
n 0.37 0.28 2202 1136 
n 0.33 0.38 2215 1174 
n 0.86 0.36 2024 1123 
n 0.67 0.23 2043 1301 
n 0.17 0.18 1948 1308 
n 0.15 0.31 1942 1390 
n 0.59 0.42 1847 1416 
n 0.71 0.85 1758 1365 
n 0.22 0.55 1802 1352 
n 0.5 0.21 1834 1263 
n 0.52 0.53 1732 1250 
n 0.39 0.55 2043 1581 
n 0.12 0.11 2050 1746 
n 0.83 0.26 1999 1803 
n 0.85 0.43 1961 1816 
n 0.26 0.87 2056 1822 
n 0.64 0.18 2012 1828 
n 0.71 0.14 2043 1854 
n 0.51 0.17 1847 1784 
n 0.54 0.35 1821 1828 
n 0.63 0.47 1847 1866 
n 0.82 0.2 1815 1650 
n 0.36 0.13 1669 1809 
n 0.84 0.18 1859 2165 
n 0.24 0.43 1986 2133 
n 0.88 0.82 2012 2178 
n 0.31 0.22 1948 2197 
n 0.7 0.43 1891 2247 
n 0.49 0.38 2012 2273 
n 0.88 0.47 2037 2304 
n 0.4 0.69 2056 2355 
n 0.55 0.55 1897 2412 
n 0.32 0.6 1897 2457 
n 0.59 0.63 1916 2470 
n 0.14 0.53 2056 2470 
n 0.73 0.42 2158 2139 
n 0.54 0.39 1637 2698 
n 0.75 0.31 1707 2705 
n 0.83 0.64 1764 2749 
n 0.74 0.19 1707 2774 
n 0.76 0.39 1764 2800 
n 0.41 0.57 1872 3066 
n 0.39 0.4 1853 3003 
n 0.27 0.72 1872 2997 
n 0.39 0.19 1897 2997 
n 0.25 0.45 2215 2971 
n 0.13 0.7 2196 2940 
n 0.89 0.68 2247 2889 
n 0.44 0.28 1891 2870 
n 0.46 0.73 2202 2844 
n 0.67 0.51 1904 2819 
n 0.51 0.8 1872 2819 
n 0.65 0.74 2012 2762 
n 0.31 0.7 1904 2698 
n 0.28 0.65 1954 2584 
n 0.51 0.84 2056 2578 
n 0.48 0.88 2094 2565 
n 0.22 0.63 2196 2476 
n 0.49 0.87 2590 2990 
n 0.72 0.65 2609 2990 
n 0.25 0.87 2507 3003 
n 0.17 0.18 2894 3048 
n 0.41 0.28 2894 3003 
n 0.79 0.55 2907 2971 
n 0.79 0.69 3028 3048 
n 0.39 0.14 2793 2812 
n 0.86 0.49 2228 2812 
n 0.52 0.52 2583 2800 
n 0.63 0.49 2596 2774 
n 0.79 0.37 2507 2774 
n 0.86 0.77 2723 2755 
n 0.44 0.44 2615 2749 
n 0.5 0.88 2888 2730 
n 0.68 0.84 3212 2730 
n 0.15 0.45 3142 2717 
n 0.66 0.13 2755 2698 
n 0.49 0.28 2456 2698 
n 0.65 0.9 2570 2622 
n 0.51 0.55 2723 2622 
n 0.51 0.32 3364 2622 
n 0.51 0.89 2901 2616 
n 0.26 0.65 3136 2603 
n 0.81 0.85 2710 2597 
n 0.59 0.28 2716 2546 
n 0.45 0.66 2888 2533 
n 0.3 0.34 2850 2514 
n 0.6 0.85 2297 2514 
n 0.45 0.3 2609 2495 
n 0.14 0.63 3224 2489 
n 0.36 0.13 2691 2476 
n 0.64 0.41 2875 2438 
n 0.78 0.58 2501 2419 
n 0.61 0.76 2431 2400 
n 0.44 0.21 2875 2400 
n 0.66 0.34 3129 2368 
n 0.49 0.77 2583 2368 
n 0.65 0.15 2494 2368 
n 0.8 0.6 2780 2362 
n 0.1 0.28 2336 2355 
n 0.11 0.52 2615 2317 
n 0.46 0.56 2926 2304 
n 0.44 0.62 2805 2292 
n 0.43 0.22 2583 2292 
n 0.84 0.82 2824 2286 
n 0.25 0.48 2863 2279 
n 0.79 0.46 2799 2260 
n 0.77 0.83 2691 2260 
n 0.75 0.16 2755 2254 
n 0.67 0.58 2913 2254 
n 0.88 0.41 2348 2241 
n 0.57 0.17 2907 2235 
n 0.74 0.17 3136 2235 
n 0.6 0.31 2926 2228 
n 0.51 0.14 3434 2203 
n 0.27 0.52 2882 2190 
n 0.37 0.73 2602 2190 
n 0.17 0.57 2710 2165 
n 0.8 0.82 2793 2146 
n 0.84 0.15 2824 2133 
n 0.39 0.18 2424 2108 
n 0.54 0.36 2869 2101 
n 0.46 0.6 3434 2101 
n 0.2 0.62 2615 2089 
n 0.25 0.38 3078 2082 
n 0.68 0.17 2590 2076 
n 0.24 0.34 2488 2063 
n 0.84 0.39 2736 2063 
n 0.39 0.89 3447 2044 
n 0.44 0.31 3352 2032 
n 0.12 0.78 2628 2019 
n 0.76 0.26 2698 2006 
n 0.74 0.65 2488 1993 
n 0.25 0.18 2685 1974 
n 0.66 0.74 2462 1968 
n 0.51 0.7 3136 1968 
n 0.53 0.39 3396 1968 
n 0.27 0.55 2748 1962 
n 0.59 0.61 2723 1962 
n 0.25 0.7 3231 1955 
n 0.41 0.71 2970 1943 
n 0.78 0.6 2475 1936 
n 0.12 0.87 2513 1924 
n 0.26 0.69 2926 1917 
n 0.38 0.48 2494 1911 
n 0.75 0.28 2615 1904 
n 0.36 0.48 2520 1892 
n 0.41 0.35 2590 1892 
n 0.81 0.49 3409 1892 
n 0.22 0.78 3644 1892 
n 0.74 0.62 2786 1885 
n 0.18 0.87 2659 1885 
n 0.55 0.73 2494 1879 
n 0.54 0.42 2958 1879 
n 0.66 0.75 3460 1879 
