t 439 5 2
n 0.84 0.3 7125 11300 
n 0.16 0.21 7225 11050 
n 0.5 0.52 7225 11150 
n 0.1 0.46 7375 11300 
n 0.85 0.74 7500 11200 
n 0.7 0.74 7625 11275 
n 0.53 0.71 7725 11275 
n 0.76 0.64 7825 11275 
n 0.4 0.58 7925 11275 
n 0.61 0.53 8050 11225 
n 0.43 0.61 8050 11125 
n 0.65 0.7 8150 11125 
n 0.88 0.72 8275 11300 
n 0.63 0.61 8400 11300 
n 0.41 0.5 8525 11300 
n 0.32 0.26 8650 11300 
n 0.14 0.39 8750 11200 
n 0.12 0.73 12475 10800 
n 0.78 0.35 12075 10800 
n 0.89 0.18 11975 10975 
n 0.62 0.39 11575 10975 
n 0.14 0.28 11525 10850 
n 0.65 0.75 11400 10975 
n 0.34 0.72 11425 10850 
n 0.4 0.56 11000 10975 
n 0.64 0.82 10475 10850 
n 0.56 0.18 10375 10850 
n 0.44 0.59 10300 10975 
n 0.27 0.13 10250 10850 
n 0.37 0.28 9900 10975 
n 0.33 0.38 9850 10850 
n 0.86 0.36 9350 11000 
n 0.67 0.23 8750 11000 
n 0.17 0.18 8650 10900 
n 0.15 0.31 8525 10900 
n 0.59 0.42 8400 10900 
n 0.71 0.85 8275 10900 
n 0.22 0.55 8050 10775 
n 0.5 0.21 7900 10775 
n 0.52 0.53 7925 10975 
n 0.39 0.55 7825 10975 
n 0.12 0.11 7750 10775 
n 0.83 0.26 7725 10975 
n 0.85 0.43 7600 10775 
n 0.26 0.87 7625 10975 
n 0.64 0.18 7500 11000 
n 0.71 0.14 7425 10750 
n 0.51 0.17 7325 10750 
n 0.54 0.35 7375 10900 
n 0.63 0.47 7225 10750 
n 0.82 0.2 7125 10750 
n 0.36 0.13 7125 10900 
n 0.84 0.18 7125 10450 
n 0.24 0.43 7225 10450 
n 0.88 0.82 7325 10450 
n 0.31 0.22 7425 10450 
n 0.7 0.43 8300 10500 
n 0.49 0.38 8600 10500 
n 0.88 0.47 8950 10425 
n 0.4 0.69 9050 10425 
n 0.55 0.55 9150 10425 
n 0.32 0.6 9350 10600 
n 0.59 0.63 10200 10600 
n 0.14 0.53 10700 10600 
n 0.73 0.42 11375 10575 
n 0.54 0.39 11525 10625 
n 0.75 0.31 11650 10625 
n 0.83 0.64 11775 10450 
n 0.74 0.19 11775 10250 
n 0.76 0.39 11650 10125 
n 0.41 0.57 11525 10125 
n 0.39 0.4 11375 10175 
n 0.27 0.72 10250 10325 
n 0.39 0.19 10250 10125 
n 0.25 0.45 9275 10275 
n 0.13 0.7 9175 10275 
n 0.89 0.68 8950 10200 
n 0.44 0.28 8750 10200 
n 0.46 0.73 8050 10275 
n 0.67 0.51 7900 10275 
n 0.51 0.8 7750 10275 
n 0.65 0.74 7600 10275 
n 0.31 0.7 4975 10125 
n 0.28 0.65 4750 10125 
n 0.51 0.84 4525 10125 
n 0.48 0.88 8750 10000 
n 0.22 0.63 8950 10000 
n 0.49 0.87 11375 10000 
n 0.72 0.65 11475 10000 
n 0.25 0.87 11575 10000 
n 0.17 0.18 11675 10000 
n 0.41 0.28 12100 9875 
n 0.79 0.55 12225 9875 
n 0.79 0.69 12350 9875 
n 0.39 0.14 12750 9925 
n 0.86 0.49 12875 9925 
n 0.52 0.52 13125 9875 
n 0.63 0.49 13000 9800 
n 0.79 0.37 13000 9550 
n 0.86 0.77 12600 9775 
n 0.44 0.44 12600 9575 
n 0.5 0.88 11975 9800 
n 0.68 0.84 11975 9550 
n 0.15 0.45 11675 9700 
n 0.66 0.13 11575 9700 
n 0.49 0.28 11475 9700 
n 0.65 0.9 11375 9700 
n 0.51 0.55 10975 9600 
n 0.51 0.32 10850 9600 
n 0.51 0.89 10375 9250 
n 0.26 0.65 10475 9250 
n 0.81 0.85 10575 9250 
n 0.59 0.28 11725 9325 
n 0.45 0.66 11850 9375 
