t 105 15 2
n 0.84 0.3 63 71 
n 0.16 0.21 94 71 
n 0.5 0.52 142 370 
n 0.1 0.46 173 1276 
n 0.85 0.74 205 1213 
n 0.7 0.74 213 69 
n 0.53 0.71 244 69 
n 0.76 0.64 276 630 
n 0.4 0.58 283 732 
n 0.61 0.53 362 69 
n 0.43 0.61 394 69 
n 0.65 0.7 449 370 
n 0.88 0.72 480 1276 
n 0.63 0.61 512 1213 
n 0.41 0.5 528 157 
n 0.32 0.26 583 630 
n 0.14 0.39 591 732 
n 0.12 0.73 638 654 
n 0.78 0.35 638 496 
n 0.89 0.18 638 314 
n 0.62 0.39 638 142 
n 0.14 0.28 669 142 
n 0.65 0.75 677 315 
n 0.34 0.72 677 496 
n 0.4 0.56 677 654 
n 0.64 0.82 709 654 
n 0.56 0.18 709 496 
n 0.44 0.59 709 315 
n 0.27 0.13 701 142 
n 0.37 0.28 764 220 
n 0.33 0.38 811 189 
n 0.86 0.36 843 173 
n 0.67 0.23 858 370 
n 0.17 0.18 890 1276 
n 0.15 0.31 921 1213 
n 0.59 0.42 992 630 
n 0.71 0.85 1000 732 
n 0.22 0.55 1197 1276 
n 0.5 0.21 1228 1213 
n 0.52 0.53 1276 205 
n 0.39 0.55 1299 630 
n 0.12 0.11 1307 732 
n 0.83 0.26 1362 654 
n 0.85 0.43 1362 496 
n 0.26 0.87 1362 291 
n 0.64 0.18 1425 654 
n 0.71 0.14 1425 496 
n 0.51 0.17 1425 291 
n 0.54 0.35 1417 173 
n 0.63 0.47 1488 291 
n 0.82 0.2 1488 496 
n 0.36 0.13 1488 654 
n 0.84 0.18 1551 654 
n 0.24 0.43 1551 496 
n 0.88 0.82 1551 291 
n 0.31 0.22 1614 291 
n 0.7 0.43 1614 496 
n 0.49 0.38 1614 654 
n 0.88 0.47 1732 189 
n 0.4 0.69 1811 1276 
n 0.55 0.55 1843 1213 
n 0.32 0.6 1913 630 
n 0.59 0.63 1921 732 
n 0.14 0.53 2087 370 
n 0.73 0.42 2118 1276 
n 0.54 0.39 2150 1213 
n 0.75 0.31 2189 205 
n 0.83 0.64 2220 189 
n 0.74 0.19 2220 630 
n 0.76 0.39 2228 732 
n 0.41 0.57 2244 142 
n 0.39 0.4 2276 315 
n 0.27 0.72 2276 496 
n 0.39 0.19 2276 654 
n 0.25 0.45 2315 654 
n 0.13 0.7 2315 496 
n 0.89 0.68 2315 315 
n 0.44 0.28 2331 142 
n 0.46 0.73 2346 315 
n 0.67 0.51 2346 496 
n 0.51 0.8 2346 654 
n 0.65 0.74 2362 142 
n 0.31 0.7 2402 157 
n 0.28 0.65 2402 220 
n 0.51 0.84 2480 142 
n 0.48 0.88 2496 370 
n 0.22 0.63 2528 1276 
n 0.49 0.87 2559 1213 
n 0.72 0.65 2630 630 
n 0.25 0.87 2638 732 
n 0.17 0.18 2756 69 
n 0.41 0.28 2787 69 
n 0.79 0.55 2803 370 
n 0.79 0.69 2835 1276 
n 0.39 0.14 2866 1213 
n 0.86 0.49 2906 69 
n 0.52 0.52 2937 69 
n 0.63 0.49 2937 630 
n 0.79 0.37 2945 732 
n 0.86 0.77 3016 1276 
n 0.44 0.44 3055 69 
n 0.5 0.88 3087 69 
n 0.68 0.84 606 220 
n 0.15 0.45 1165 370 
n 0.66 0.13 1780 370 
