t 107 10 2
n 0.84 0.3 8375 4700 
n 0.16 0.21 8775 4700 
n 0.5 0.52 8375 4900 
n 0.1 0.46 8175 4900 
n 0.85 0.74 8775 4900 
n 0.7 0.74 8575 4900 
n 0.53 0.71 8775 5400 
n 0.76 0.64 8375 5450 
n 0.4 0.58 8775 5600 
n 0.61 0.53 8575 5600 
n 0.43 0.61 8375 5650 
n 0.65 0.7 8175 5650 
n 0.88 0.72 8375 6200 
n 0.63 0.61 8775 6200 
n 0.41 0.5 8375 6400 
n 0.32 0.26 8175 6400 
n 0.14 0.39 8775 6400 
n 0.12 0.73 8575 6400 
n 0.78 0.35 8375 7000 
n 0.89 0.18 8775 7000 
n 0.62 0.39 8375 7200 
n 0.14 0.28 8175 7200 
n 0.65 0.75 8775 7200 
n 0.34 0.72 8575 7200 
n 0.4 0.56 8375 7800 
n 0.64 0.82 8775 7800 
n 0.56 0.18 8375 8000 
n 0.44 0.59 8175 8000 
n 0.27 0.13 8775 8000 
n 0.37 0.28 8575 8000 
n 0.33 0.38 8375 8700 
n 0.86 0.36 8775 8700 
n 0.67 0.23 8375 8900 
n 0.17 0.18 8175 8900 
n 0.15 0.31 8775 8900 
n 0.59 0.42 8575 8900 
n 0.71 0.85 8375 9600 
n 0.22 0.55 8775 9600 
n 0.5 0.21 8375 9800 
n 0.52 0.53 8175 9800 
n 0.39 0.55 8775 9800 
n 0.12 0.11 8575 9800 
n 0.83 0.26 8375 10500 
n 0.85 0.43 8775 10450 
n 0.26 0.87 8375 10700 
n 0.64 0.18 8175 10700 
n 0.71 0.14 8775 10650 
n 0.51 0.17 8575 10650 
n 0.54 0.35 8375 11300 
n 0.63 0.47 8775 11300 
n 0.82 0.2 8375 11500 
n 0.36 0.13 8175 11500 
n 0.84 0.18 8775 11500 
n 0.24 0.43 8575 11500 
n 0.88 0.82 15825 11500 
n 0.31 0.22 15825 10700 
n 0.7 0.43 15825 9800 
n 0.49 0.38 15825 8900 
n 0.88 0.47 15825 8000 
n 0.4 0.69 15825 7200 
n 0.55 0.55 15825 6400 
n 0.32 0.6 15825 5650 
n 0.59 0.63 15825 4900 
n 0.14 0.53 16025 4700 
n 0.73 0.42 16425 4700 
n 0.54 0.39 16025 4900 
n 0.75 0.31 16225 4900 
n 0.83 0.64 16425 4900 
n 0.74 0.19 16425 5400 
n 0.76 0.39 16025 5450 
n 0.41 0.57 16225 5600 
n 0.39 0.4 16425 5600 
n 0.27 0.72 16025 5650 
n 0.39 0.19 16025 6200 
n 0.25 0.45 16425 6200 
n 0.13 0.7 16025 6400 
n 0.89 0.68 16225 6400 
n 0.44 0.28 16425 6400 
n 0.46 0.73 16025 7000 
n 0.67 0.51 16425 7000 
n 0.51 0.8 16025 7200 
n 0.65 0.74 16225 7200 
n 0.31 0.7 16425 7200 
n 0.28 0.65 16025 7800 
n 0.51 0.84 16425 7800 
n 0.48 0.88 16025 8000 
n 0.22 0.63 16225 8000 
n 0.49 0.87 16425 8000 
n 0.72 0.65 16025 8700 
n 0.25 0.87 16425 8700 
n 0.17 0.18 16025 8900 
n 0.41 0.28 16225 8900 
n 0.79 0.55 16425 8900 
n 0.79 0.69 16025 9600 
n 0.39 0.14 16425 9600 
n 0.86 0.49 16025 9800 
n 0.52 0.52 16225 9800 
n 0.63 0.49 16425 9800 
n 0.79 0.37 16025 10500 
n 0.86 0.77 16425 10450 
n 0.44 0.44 16025 10700 
n 0.5 0.88 16225 10650 
n 0.68 0.84 16425 10650 
n 0.15 0.45 16025 11300 
n 0.66 0.13 16425 11300 
n 0.49 0.28 16025 11500 
n 0.65 0.9 16225 11500 
