t 152 5 2
n 0.84 0.3 2100 1850 
n 0.16 0.21 2100 3000 
n 0.5 0.52 2100 4400 
n 0.1 0.46 2100 5550 
n 0.85 0.74 2100 6950 
n 0.7 0.74 2100 8100 
n 0.53 0.71 2100 9500 
n 0.76 0.64 2100 10650 
n 0.4 0.58 2348 11205 
n 0.61 0.53 2350 10050 
n 0.43 0.61 2348 8655 
n 0.65 0.7 2350 7500 
n 0.88 0.72 2348 6105 
n 0.63 0.61 2350 4950 
n 0.41 0.5 2348 3555 
n 0.32 0.26 2350 2400 
n 0.14 0.39 2625 11175 
n 0.12 0.73 2775 10995 
n 0.78 0.35 2625 10025 
n 0.89 0.18 2634 9748 
n 0.62 0.39 2607 9831 
n 0.14 0.28 2625 8625 
n 0.65 0.75 2775 8445 
n 0.34 0.72 2625 7475 
n 0.4 0.56 2607 7281 
n 0.64 0.82 2634 7198 
n 0.56 0.18 2625 6075 
n 0.44 0.59 2775 5895 
n 0.27 0.13 2625 4925 
n 0.37 0.28 2607 4731 
n 0.33 0.38 2634 4648 
n 0.86 0.36 2625 3525 
n 0.67 0.23 2775 3345 
n 0.17 0.18 2625 2375 
n 0.15 0.31 2634 2098 
n 0.59 0.42 2607 2181 
n 0.71 0.85 2825 3025 
n 0.22 0.55 2825 5575 
n 0.5 0.21 2825 8125 
n 0.52 0.53 2825 10675 
n 0.39 0.55 8349 10106 
n 0.12 0.11 8353 9397 
n 0.83 0.26 8349 7556 
n 0.85 0.43 8353 6847 
n 0.26 0.87 8349 5006 
n 0.64 0.18 8353 4297 
n 0.71 0.14 8349 2456 
n 0.51 0.17 8353 1747 
n 0.54 0.35 8474 1777 
n 0.63 0.47 8576 1803 
n 0.82 0.2 8575 2325 
n 0.36 0.13 8474 4327 
n 0.84 0.18 8576 4353 
n 0.24 0.43 8575 4875 
n 0.88 0.82 8474 6877 
n 0.31 0.22 8576 6903 
n 0.7 0.43 8575 7425 
n 0.49 0.38 8474 9427 
n 0.88 0.47 8576 9453 
n 0.4 0.69 8575 9975 
n 0.55 0.55 8625 9875 
n 0.32 0.6 8675 9675 
n 0.59 0.63 8675 9525 
n 0.14 0.53 8669 9450 
n 0.73 0.42 8625 7325 
n 0.54 0.39 8675 7125 
n 0.75 0.31 8675 6975 
n 0.83 0.64 8669 6900 
n 0.74 0.19 8625 4775 
n 0.76 0.39 8675 4575 
n 0.41 0.57 8675 4425 
n 0.39 0.4 8669 4350 
n 0.27 0.72 8625 2225 
n 0.39 0.19 8675 1875 
n 0.25 0.45 8675 2025 
n 0.13 0.7 8669 1800 
n 0.89 0.68 9250 1850 
n 0.44 0.28 9250 3000 
n 0.46 0.73 9250 4400 
n 0.67 0.51 9250 5550 
n 0.51 0.8 9250 6950 
n 0.65 0.74 9250 8100 
n 0.31 0.7 9250 9500 
n 0.28 0.65 9250 10650 
n 0.51 0.84 9498 11205 
n 0.48 0.88 9500 10050 
n 0.22 0.63 9498 8655 
n 0.49 0.87 9500 7500 
n 0.72 0.65 9498 6105 
n 0.25 0.87 9500 4950 
n 0.17 0.18 9498 3555 
n 0.41 0.28 9500 2400 
n 0.79 0.55 9784 2098 
n 0.79 0.69 9757 2181 
n 0.39 0.14 9775 2375 
n 0.86 0.49 9775 3525 
n 0.52 0.52 9784 4648 
n 0.63 0.49 9757 4731 
n 0.79 0.37 9775 4925 
n 0.86 0.77 9775 6075 
n 0.44 0.44 9784 7198 
n 0.5 0.88 9757 7281 
n 0.68 0.84 9775 7475 
n 0.15 0.45 9775 8625 
n 0.66 0.13 9784 9748 
n 0.49 0.28 9757 9831 
n 0.65 0.9 9775 10025 
n 0.51 0.55 9775 11175 
n 0.51 0.32 9925 10995 
n 0.51 0.89 9975 10675 
n 0.26 0.65 9925 8445 
n 0.81 0.85 9975 8125 
n 0.59 0.28 9925 5895 
n 0.45 0.66 9975 5575 
n 0.3 0.34 9925 3345 
n 0.6 0.85 9975 3025 
n 0.45 0.3 15499 10106 
n 0.14 0.63 15503 9397 
n 0.36 0.13 15499 7556 
n 0.64 0.41 15503 6847 
n 0.78 0.58 15499 5006 
n 0.61 0.76 15503 4297 
n 0.44 0.21 15499 2456 
n 0.66 0.34 15503 1747 
n 0.49 0.77 15624 1777 
n 0.65 0.15 15726 1803 
n 0.8 0.6 15775 2225 
n 0.1 0.28 15725 2325 
n 0.11 0.52 15624 4327 
n 0.46 0.56 15726 4353 
n 0.44 0.62 15775 4775 
n 0.43 0.22 15725 4875 
n 0.84 0.82 15624 6877 
n 0.25 0.48 15726 6903 
n 0.79 0.46 15775 7325 
n 0.77 0.83 15725 7425 
n 0.75 0.16 15624 9427 
n 0.67 0.58 15726 9453 
n 0.88 0.41 15775 9875 
n 0.57 0.17 15725 9975 
n 0.74 0.17 15825 9675 
n 0.6 0.31 15825 9525 
n 0.51 0.14 15819 9450 
n 0.27 0.52 15825 7125 
n 0.37 0.73 15825 6975 
n 0.17 0.57 15819 6900 
n 0.8 0.82 15825 4575 
n 0.84 0.15 15825 4425 
n 0.39 0.18 15819 4350 
n 0.54 0.36 15825 1875 
n 0.46 0.6 15825 2025 
n 0.2 0.62 15819 1800 
