t 120 10 2
n 0.84 0.3 8 124 
n 0.16 0.21 125 80 
n 0.5 0.52 97 74 
n 0.1 0.46 69 96 
n 0.85 0.74 106 46 
n 0.7 0.74 49 57 
n 0.53 0.71 80 125 
n 0.76 0.64 42 93 
n 0.4 0.58 104 94 
n 0.61 0.53 35 17 
n 0.43 0.61 118 96 
n 0.65 0.7 151 22 
n 0.88 0.72 154 182 
n 0.63 0.61 57 165 
n 0.41 0.5 18 159 
n 0.32 0.26 27 123 
n 0.14 0.39 96 170 
n 0.12 0.73 63 198 
n 0.78 0.35 59 211 
n 0.89 0.18 88 182 
n 0.62 0.39 142 72 
n 0.14 0.28 48 190 
n 0.65 0.75 106 106 
n 0.34 0.72 28 102 
n 0.4 0.56 63 224 
n 0.64 0.82 58 93 
n 0.56 0.18 103 56 
n 0.44 0.59 38 149 
n 0.27 0.13 23 138 
n 0.37 0.28 22 146 
n 0.33 0.38 32 208 
n 0.86 0.36 27 144 
n 0.67 0.23 75 258 
n 0.17 0.18 59 101 
n 0.15 0.31 41 32 
n 0.59 0.42 53 46 
n 0.71 0.85 76 19 
n 0.22 0.55 79 115 
n 0.5 0.21 109 13 
n 0.52 0.53 59 118 
n 0.39 0.55 84 147 
n 0.12 0.11 95 160 
n 0.83 0.26 87 213 
n 0.85 0.43 73 166 
n 0.26 0.87 43 153 
n 0.64 0.18 81 175 
n 0.71 0.14 59 77 
n 0.51 0.17 70 68 
n 0.54 0.35 106 169 
n 0.63 0.47 86 168 
n 0.82 0.2 127 109 
n 0.36 0.13 68 243 
n 0.84 0.18 116 57 
n 0.24 0.43 39 78 
n 0.88 0.82 54 65 
n 0.31 0.22 77 141 
n 0.7 0.43 95 24 
n 0.49 0.38 89 238 
n 0.88 0.47 9 158 
n 0.4 0.69 39 109 
n 0.55 0.55 25 129 
n 0.32 0.6 69 20 
n 0.59 0.63 104 34 
n 0.14 0.53 132 51 
n 0.73 0.42 98 207 
n 0.54 0.39 37 203 
n 0.75 0.31 80 16 
n 0.83 0.64 103 224 
n 0.74 0.19 94 202 
n 0.76 0.39 49 96 
n 0.41 0.57 55 80 
n 0.39 0.4 62 123 
n 0.27 0.72 91 31 
n 0.39 0.19 51 142 
n 0.25 0.45 64 172 
n 0.13 0.7 14 138 
n 0.89 0.68 120 37 
n 0.44 0.28 38 160 
n 0.46 0.73 86 230 
n 0.67 0.51 96 59 
n 0.51 0.8 33 177 
n 0.65 0.74 108 78 
n 0.31 0.7 93 12 
n 0.28 0.65 43 47 
n 0.51 0.84 52 200 
n 0.48 0.88 48 171 
n 0.22 0.63 62 153 
n 0.49 0.87 159 53 
n 0.72 0.65 60 60 
n 0.25 0.87 36 73 
n 0.17 0.18 111 243 
n 0.41 0.28 31 150 
n 0.79 0.55 130 67 
n 0.79 0.69 36 172 
n 0.39 0.14 132 28 
n 0.86 0.49 29 73 
n 0.52 0.52 150 28 
n 0.63 0.49 89 166 
n 0.79 0.37 58 21 
n 0.86 0.77 78 244 
n 0.44 0.44 82 58 
n 0.5 0.88 81 68 
n 0.68 0.84 92 98 
n 0.15 0.45 56 33 
n 0.66 0.13 47 126 
n 0.49 0.28 70 34 
n 0.65 0.9 78 195 
n 0.51 0.55 77 215 
n 0.51 0.32 140 62 
n 0.51 0.89 70 57 
n 0.26 0.65 16 89 
n 0.81 0.85 66 50 
n 0.59 0.28 98 194 
n 0.45 0.66 87 45 
n 0.3 0.34 132 87 
n 0.6 0.85 52 99 
n 0.45 0.3 50 212 
n 0.14 0.63 103 176 
n 0.36 0.13 84 91 
n 0.64 0.41 31 140 
