t 299 5 2
n 0.84 0.3 2156 1639 
n 0.16 0.21 2456 1639 
n 0.5 0.52 2355 1640 
n 0.1 0.46 2256 1640 
n 0.85 0.74 2656 1640 
n 0.7 0.74 2556 1639 
n 0.53 0.71 2975 1725 
n 0.76 0.64 3275 1600 
n 0.4 0.58 3375 1600 
n 0.61 0.53 3475 1600 
n 0.43 0.61 3575 1600 
n 0.65 0.7 3700 1600 
n 0.88 0.72 3900 1625 
n 0.63 0.61 3875 1775 
n 0.41 0.5 4275 1625 
n 0.32 0.26 4275 1725 
n 0.14 0.39 4375 1675 
n 0.12 0.73 4500 1675 
n 0.78 0.35 4450 1750 
n 0.89 0.18 4550 1750 
n 0.62 0.39 4560 1565 
n 0.14 0.28 4775 1725 
n 0.65 0.75 4710 1565 
n 0.34 0.72 4860 1565 
n 0.4 0.56 5010 1565 
n 0.64 0.82 5160 1565 
n 0.56 0.18 5310 1565 
n 0.44 0.59 5460 1565 
n 0.27 0.13 5610 1565 
n 0.37 0.28 6375 1575 
n 0.33 0.38 6525 1575 
n 0.86 0.36 6675 1575 
n 0.67 0.23 6675 1725 
n 0.17 0.18 6525 1725 
n 0.15 0.31 6875 1575 
n 0.59 0.42 7075 1575 
n 0.71 0.85 7260 1575 
n 0.22 0.55 7259 1576 
n 0.5 0.21 7625 1775 
n 0.52 0.53 7410 1575 
n 0.39 0.55 7560 1575 
n 0.12 0.11 7409 1576 
n 0.83 0.26 7560 1576 
n 0.85 0.43 7825 1675 
n 0.26 0.87 7710 1575 
n 0.64 0.18 7711 1575 
n 0.71 0.14 7875 1575 
n 0.51 0.17 7975 1575 
n 0.54 0.35 8075 1575 
n 0.63 0.47 8175 1575 
n 0.82 0.2 8275 1575 
n 0.36 0.13 8375 1575 
n 0.84 0.18 8475 1575 
n 0.24 0.43 8825 1625 
n 0.88 0.82 8820 1928 
n 0.31 0.22 8825 1825 
n 0.7 0.43 7725 1825 
n 0.49 0.38 7725 1975 
n 0.88 0.47 7475 1975 
n 0.4 0.69 7625 1925 
n 0.55 0.55 7575 2075 
n 0.32 0.6 7075 1975 
n 0.59 0.63 6825 1925 
n 0.14 0.53 6775 2075 
n 0.73 0.42 6975 2075 
n 0.54 0.39 6675 1925 
n 0.75 0.31 6200 1975 
n 0.83 0.64 6425 2075 
n 0.74 0.19 6000 1975 
n 0.76 0.39 6025 2075 
n 0.41 0.57 5675 1825 
n 0.39 0.4 5275 1825 
n 0.27 0.72 5425 1825 
n 0.39 0.19 5525 1825 
n 0.25 0.45 5025 1825 
n 0.13 0.7 4975 2025 
n 0.89 0.68 5075 1925 
n 0.44 0.28 5075 2075 
n 0.46 0.73 4775 1875 
n 0.67 0.51 4925 1925 
n 0.51 0.8 4675 1950 
n 0.65 0.74 4775 1975 
n 0.31 0.7 4425 2050 
n 0.28 0.65 4525 2050 
n 0.51 0.84 4175 1950 
n 0.48 0.88 4125 2050 
n 0.22 0.63 4275 2050 
n 0.49 0.87 3875 1900 
n 0.72 0.65 3875 2075 
n 0.25 0.87 3975 1975 
n 0.17 0.18 3975 2075 
n 0.41 0.28 2925 1875 
n 0.79 0.55 2925 2150 
