t 229 20 2
n 0.84 0.3 69 33 
n 0.16 0.21 64 40 
n 0.5 0.52 60 30 
n 0.1 0.46 59 24 
n 0.85 0.74 57 24 
n 0.7 0.74 54 20 
n 0.53 0.71 54 25 
n 0.76 0.64 54 27 
n 0.4 0.58 50 24 
n 0.61 0.53 50 30 
n 0.43 0.61 46 30 
n 0.65 0.7 55 37 
n 0.88 0.72 56 44 
n 0.63 0.61 55 49 
n 0.41 0.5 53 50 
n 0.32 0.26 51 39 
n 0.14 0.39 50 36 
n 0.12 0.73 48 35 
n 0.78 0.35 44 33 
n 0.89 0.18 47 39 
n 0.62 0.39 48 44 
n 0.14 0.28 46 48 
n 0.65 0.75 41 44 
n 0.34 0.72 40 44 
n 0.4 0.56 40 50 
n 0.64 0.82 58 56 
n 0.56 0.18 57 60 
n 0.44 0.59 67 64 
n 0.27 0.13 69 88 
n 0.37 0.28 55 73 
n 0.33 0.38 55 83 
n 0.86 0.36 56 92 
n 0.67 0.23 50 73 
n 0.17 0.18 43 77 
n 0.15 0.31 41 69 
n 0.59 0.42 39 66 
n 0.71 0.85 38 68 
n 0.22 0.55 43 87 
n 0.5 0.21 52 104 
n 0.52 0.53 48 107 
n 0.39 0.55 52 113 
n 0.12 0.11 62 129 
n 0.83 0.26 64 177 
n 0.85 0.43 53 158 
n 0.26 0.87 59 150 
n 0.64 0.18 50 127 
n 0.71 0.14 50 137 
n 0.51 0.17 48 135 
n 0.54 0.35 47 142 
n 0.63 0.47 43 132 
n 0.82 0.2 41 29 
n 0.36 0.13 38 27 
n 0.84 0.18 40 33 
n 0.24 0.43 38 35 
n 0.88 0.82 39 37 
n 0.31 0.22 40 41 
n 0.7 0.43 38 40 
n 0.49 0.38 37 35 
n 0.88 0.47 36 37 
n 0.4 0.69 34 36 
n 0.55 0.55 33 36 
n 0.32 0.6 34 35 
n 0.59 0.63 32 36 
n 0.14 0.53 32 35 
n 0.73 0.42 32 34 
n 0.54 0.39 31 35 
n 0.75 0.31 24 39 
n 0.83 0.64 21 39 
n 0.74 0.19 21 39 
n 0.76 0.39 15 44 
n 0.41 0.57 14 43 
n 0.39 0.4 12 45 
n 0.27 0.72 14 49 
n 0.39 0.19 23 58 
n 0.25 0.45 25 55 
n 0.13 0.7 25 51 
n 0.89 0.68 26 50 
n 0.44 0.28 24 46 
n 0.46 0.73 29 48 
n 0.67 0.51 30 47 
n 0.51 0.8 33 44 
n 0.65 0.74 35 44 
n 0.31 0.7 36 43 
n 0.28 0.65 38 46 
n 0.51 0.84 37 49 
n 0.48 0.88 35 51 
n 0.22 0.63 34 47 
n 0.49 0.87 30 48 
n 0.72 0.65 32 51 
n 0.25 0.87 29 52 
n 0.17 0.18 30 57 
n 0.41 0.28 36 59 
n 0.79 0.55 34 62 
n 0.79 0.69 31 65 
n 0.39 0.14 34 69 
n 0.86 0.49 33 73 
n 0.52 0.52 31 74 
n 0.63 0.49 31 73 
n 0.79 0.37 30 71 
n 0.86 0.77 30 67 
n 0.44 0.44 27 69 
n 0.5 0.88 25 68 
n 0.68 0.84 25 67 
n 0.15 0.45 30 78 
n 0.66 0.13 28 77 
n 0.49 0.28 26 73 
n 0.65 0.9 27 75 
n 0.51 0.55 26 80 
n 0.51 0.32 25 83 
n 0.51 0.89 25 85 
n 0.26 0.65 22 88 
n 0.81 0.85 23 72 
n 0.59 0.28 21 79 
n 0.45 0.66 20 86 
n 0.3 0.34 19 72 
n 0.6 0.85 17 78 
n 0.45 0.3 17 83 
n 0.14 0.63 15 75 
n 0.36 0.13 13 77 
n 0.64 0.41 13 80 
n 0.78 0.58 10 78 
n 0.61 0.76 10 78 
n 0.44 0.21 7 80 
n 0.66 0.34 27 85 
n 0.49 0.77 27 89 
n 0.65 0.15 23 90 
n 0.8 0.6 22 92 
n 0.1 0.28 22 96 
n 0.11 0.52 16 96 
n 0.46 0.56 18 99 
n 0.44 0.62 20 102 
n 0.43 0.22 18 102 
n 0.84 0.82 21 106 
n 0.25 0.48 16 107 
n 0.79 0.46 16 108 
n 0.77 0.83 10 106 
n 0.75 0.16 11 105 
n 0.67 0.58 13 100 
n 0.88 0.41 5 100 
n 0.57 0.17 3 101 
n 0.74 0.17 1 104 
n 0.6 0.31 3 98 
n 0.51 0.14 -1 100 
n 0.27 0.52 -3 104 
n 0.37 0.73 -6 106 
n 0.17 0.57 -7 107 
n 0.8 0.82 -7 110 
n 0.84 0.15 -7 112 
n 0.39 0.18 -8 115 
n 0.54 0.36 -10 123 
n 0.46 0.6 -3 114 
n 0.2 0.62 1 110 
n 0.25 0.38 5 115 
n 0.68 0.17 -0 117 
n 0.24 0.34 -5 119 
n 0.84 0.39 1 125 
n 0.39 0.89 -3 128 
n 0.44 0.31 -5 132 
n 0.12 0.78 7 125 
n 0.76 0.26 10 124 
n 0.74 0.65 10 122 
n 0.25 0.18 14 121 
n 0.66 0.74 22 114 
n 0.51 0.7 22 120 
n 0.53 0.39 25 121 
n 0.27 0.55 29 91 
n 0.59 0.61 36 103 
n 0.25 0.7 34 109 
n 0.41 0.71 30 104 
n 0.78 0.6 29 106 
n 0.12 0.87 25 102 
n 0.26 0.69 23 113 
n 0.38 0.48 26 119 
n 0.75 0.28 30 114 
n 0.36 0.48 32 118 
n 0.41 0.35 31 121 
n 0.81 0.49 34 113 
n 0.22 0.78 36 120 
n 0.74 0.62 38 112 
n 0.18 0.87 39 117 
n 0.55 0.73 40 116 
n 0.54 0.42 39 121 
n 0.66 0.75 41 123 
n 0.72 0.32 45 126 
n 0.47 0.35 39 125 
n 0.54 0.9 37 127 
n 0.17 0.55 35 129 
n 0.1 0.3 43 141 
n 0.6 0.56 39 140 
n 0.39 0.36 38 141 
n 0.5 0.74 35 139 
n 0.8 0.15 35 137 
n 0.73 0.83 36 136 
n 0.53 0.54 35 135 
n 0.2 0.78 34 135 
n 0.84 0.58 34 132 
n 0.41 0.56 32 130 
n 0.5 0.41 31 130 
n 0.88 0.56 26 127 
n 0.21 0.5 13 144 
n 0.48 0.39 -2 140 
n 0.69 0.67 -4 152 
n 0.2 0.84 -9 147 
n 0.63 0.86 -12 130 
n 0.69 0.8 -32 116 
n 0.64 0.8 -35 138 
n 0.77 0.21 -37 145 
n 0.87 0.72 -43 147 
n 0.12 0.64 -34 151 
n 0.82 0.18 -27 153 
n 0.58 0.57 -19 146 
n 0.11 0.33 -23 134 
n 0.59 0.23 -46 170 
n 0.8 0.21 -43 172 
n 0.69 0.82 -41 174 
n 0.31 0.79 -37 174 
n 0.75 0.5 -21 -175 
n 0.4 0.19 -14 -170 
n 0.88 0.26 -18 178 
n 0.41 0.53 -22 166 
n 0.15 0.53 -9 160 
n 0.27 0.48 -0 167 
n 0.63 0.38 11 165 
n 0.63 0.19 21 -158 
n 0.68 0.57 2 -157 
n 0.41 0.36 -9 -139 
n 0.8 0.49 -17 -149 
n 0.52 0.4 -25 -130 
n 0.62 0.73 -27 -109 
