t 400 20 2
n 0.84 0.3 436 588 
n 0.16 0.21 603 802 
n 0.5 0.52 862 954 
n 0.1 0.46 444 553 
n 0.85 0.74 796 797 
n 0.7 0.74 89 839 
n 0.53 0.71 234 851 
n 0.76 0.64 477 204 
n 0.4 0.58 406 602 
n 0.61 0.53 955 785 
n 0.43 0.61 593 969 
n 0.65 0.7 946 433 
n 0.88 0.72 83 601 
n 0.63 0.61 861 754 
n 0.41 0.5 248 699 
n 0.32 0.26 963 966 
n 0.14 0.39 126 537 
n 0.12 0.73 563 21 
n 0.78 0.35 55 619 
n 0.89 0.18 691 577 
n 0.62 0.39 237 707 
n 0.14 0.28 583 609 
n 0.65 0.75 404 942 
n 0.34 0.72 16 615 
n 0.4 0.56 20 63 
n 0.64 0.82 197 614 
n 0.56 0.18 913 429 
n 0.44 0.59 828 584 
n 0.27 0.13 50 41 
n 0.37 0.28 271 737 
n 0.33 0.38 979 717 
n 0.86 0.36 489 958 
n 0.67 0.23 817 281 
n 0.17 0.18 333 467 
n 0.15 0.31 278 946 
n 0.59 0.42 169 975 
n 0.71 0.85 806 538 
n 0.22 0.55 445 307 
n 0.5 0.21 307 553 
n 0.52 0.53 555 359 
n 0.39 0.55 156 179 
n 0.12 0.11 140 704 
n 0.83 0.26 963 443 
n 0.85 0.43 461 256 
n 0.26 0.87 386 488 
n 0.64 0.18 931 198 
n 0.71 0.14 280 896 
n 0.51 0.17 331 923 
n 0.54 0.35 34 890 
n 0.63 0.47 512 60 
n 0.82 0.2 233 328 
n 0.36 0.13 871 748 
n 0.84 0.18 126 27 
n 0.24 0.43 26 385 
n 0.88 0.82 551 318 
n 0.31 0.22 422 670 
n 0.7 0.43 699 642 
n 0.49 0.38 31 881 
n 0.88 0.47 487 988 
n 0.4 0.69 548 870 
n 0.55 0.55 764 228 
n 0.32 0.6 489 885 
n 0.59 0.63 909 483 
n 0.14 0.53 195 821 
n 0.73 0.42 172 112 
n 0.54 0.39 599 588 
n 0.75 0.31 133 508 
n 0.83 0.64 327 869 
n 0.74 0.19 268 788 
n 0.76 0.39 793 137 
n 0.41 0.57 157 187 
n 0.39 0.4 186 903 
n 0.27 0.72 746 819 
n 0.39 0.19 673 142 
n 0.25 0.45 795 497 
n 0.13 0.7 299 797 
n 0.89 0.68 92 378 
n 0.44 0.28 918 105 
n 0.46 0.73 370 275 
n 0.67 0.51 789 738 
n 0.51 0.8 800 159 
n 0.65 0.74 748 537 
n 0.31 0.7 487 89 
n 0.28 0.65 149 95 
n 0.51 0.84 232 10 
n 0.48 0.88 973 220 
